Task,Resource,Duration
C-Suite Recruitment,Resource 4,5.058519440597924
Graduate Recruitment,Resource 4,7.219525643944062
Experienced Recruitment,Resource 1,9.55546097249462
Graduate Recruitment,Resource 2,6.575638371396953
Experienced Recruitment,Resource 2,6.37235855160093
Experienced Recruitment,Resource 1,10.875435762762727
Experienced Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 3,8.040744490404624
C-Suite Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 1,8.862009865081664
Graduate Recruitment,Resource 1,7.132925363987311
Graduate Recruitment,Resource 3,5.312308390611474
Experienced Recruitment,Resource 3,5.918385673364412
Experienced Recruitment,Resource 3,7.656932244684274
Experienced Recruitment,Resource 2,11.7519668575729
Graduate Recruitment,Resource 4,6.390448056780956
Graduate Recruitment,Resource 3,8.39039890367093
Experienced Recruitment,Resource 2,9.557330924262752
C-Suite Recruitment,Resource 3,6.254231526903925
Graduate Recruitment,Resource 2,3.4669223785886008
C-Suite Recruitment,Resource 2,6.892080999936075
C-Suite Recruitment,Resource 3,6.419992397826421
C-Suite Recruitment,Resource 2,4.985717613934665
C-Suite Recruitment,Resource 2,1.9333035377864203
Experienced Recruitment,Resource 2,6.234823856231504
C-Suite Recruitment,Resource 3,5.27420092655072
Experienced Recruitment,Resource 4,14.633969064569301
Graduate Recruitment,Resource 4,5.979086409033372
Experienced Recruitment,Resource 3,7.194103093935611
Experienced Recruitment,Resource 1,9.299434252328506
C-Suite Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 3,5.928829093097859
Graduate Recruitment,Resource 3,7.000757958382167
Graduate Recruitment,Resource 3,4.866418686995349
C-Suite Recruitment,Resource 2,8.259862705019048
Experienced Recruitment,Resource 1,8.375341418018419
Experienced Recruitment,Resource 3,5.340586707421918
C-Suite Recruitment,Resource 4,4.3590858350273445
Graduate Recruitment,Resource 4,3.701433775622638
C-Suite Recruitment,Resource 4,6.948375715294938
Graduate Recruitment,Resource 2,6.874017975087274
Experienced Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 4,11.650071824446751
Graduate Recruitment,Resource 3,3.286031012062478
Experienced Recruitment,Resource 1,5.798273716401652
C-Suite Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 3,6.736416624598779
Graduate Recruitment,Resource 4,7.6106418931917315
Graduate Recruitment,Resource 2,4.5262214569757875
C-Suite Recruitment,Resource 1,4.423341449177208
C-Suite Recruitment,Resource 2,10.018776855525012
Graduate Recruitment,Resource 3,9.375712225726632
Experienced Recruitment,Resource 4,8.885636662150812
Experienced Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 4,4.074508547102534
Graduate Recruitment,Resource 4,7.836256559520735
C-Suite Recruitment,Resource 3,7.724065781684194
C-Suite Recruitment,Resource 3,1.3962374635619366
C-Suite Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 4,10.40747782751232
C-Suite Recruitment,Resource 3,8.122947911860564
Experienced Recruitment,Resource 1,11.267132840666356
Graduate Recruitment,Resource 2,6.754876261717833
Experienced Recruitment,Resource 4,17.64859395920076
Graduate Recruitment,Resource 2,3.6624910101305215
Experienced Recruitment,Resource 3,9.948054334540636
Graduate Recruitment,Resource 1,4.149874606612656
Experienced Recruitment,Resource 3,10.21547092680179
Graduate Recruitment,Resource 3,6.968595355990994
Experienced Recruitment,Resource 1,2.107750645417184
Experienced Recruitment,Resource 2,4.285183099937037
Experienced Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 3,4.413207391276131
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 2,4.812396762760897
C-Suite Recruitment,Resource 2,4.488040470536122
Experienced Recruitment,Resource 3,9.998266022337411
Graduate Recruitment,Resource 1,4.6750714160474205
Experienced Recruitment,Resource 2,5.949583160577106
Experienced Recruitment,Resource 2,14.737500927923124
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 4,3.4019076371521857
Experienced Recruitment,Resource 4,6.998533127629662
C-Suite Recruitment,Resource 1,2.260920568428211
Experienced Recruitment,Resource 1,5.844330172538369
Graduate Recruitment,Resource 1,6.516159870467125
C-Suite Recruitment,Resource 4,7.3252180159832605
Experienced Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 3,6.5696201375101095
C-Suite Recruitment,Resource 3,10.909347866439404
Graduate Recruitment,Resource 2,6.751431545460675
Experienced Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 4,5.826087096910181
Experienced Recruitment,Resource 1,7.570049037211313
Experienced Recruitment,Resource 4,6.494050645962252
Graduate Recruitment,Resource 1,9.321626214066246
Experienced Recruitment,Resource 3,18.149905848007577
Graduate Recruitment,Resource 4,5.629270696776889
Experienced Recruitment,Resource 1,4.1567533084002655
Experienced Recruitment,Resource 2,2.2015599629712046
Graduate Recruitment,Resource 4,7.877818129788576
Experienced Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 3,6.815695096005197
C-Suite Recruitment,Resource 3,5.716583542108121
Experienced Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 1,3.6558723656019017
C-Suite Recruitment,Resource 3,6.270363321794758
Experienced Recruitment,Resource 2,8.378909253449176
Graduate Recruitment,Resource 2,7.036077930557752
C-Suite Recruitment,Resource 3,5.690901076064101
Experienced Recruitment,Resource 4,3.2954229496663086
Experienced Recruitment,Resource 4,6.138590944499809
Experienced Recruitment,Resource 3,5.692586477387907
Graduate Recruitment,Resource 4,6.6442546265967435
Graduate Recruitment,Resource 3,8.380148790901657
Graduate Recruitment,Resource 3,7.357254800968267
Graduate Recruitment,Resource 3,8.22161410789833
C-Suite Recruitment,Resource 2,6.7601449161017495
C-Suite Recruitment,Resource 4,7.364169893913029
Experienced Recruitment,Resource 3,2.564931312736128
Experienced Recruitment,Resource 1,5.284732007697853
Experienced Recruitment,Resource 4,2.098802090858907
Graduate Recruitment,Resource 2,8.963009896903309
Graduate Recruitment,Resource 1,6.549776220142907
Graduate Recruitment,Resource 4,8.953961900443254
C-Suite Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 1,6.025638988714877
C-Suite Recruitment,Resource 2,3.484906507374716
Graduate Recruitment,Resource 1,2.5380866052740343
Graduate Recruitment,Resource 1,8.997534636982063
C-Suite Recruitment,Resource 3,10.175459271047096
Experienced Recruitment,Resource 2,6.560309423772713
Experienced Recruitment,Resource 4,6.200610171940305
C-Suite Recruitment,Resource 3,10.341860014173024
C-Suite Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 2,10.971375314713478
Graduate Recruitment,Resource 2,8.75853462224742
Experienced Recruitment,Resource 3,2.928701268223716
Graduate Recruitment,Resource 3,2.4536606838090154
Experienced Recruitment,Resource 1,4.4655442484686105
Graduate Recruitment,Resource 3,5.487000599633517
Graduate Recruitment,Resource 4,4.944362749056271
Graduate Recruitment,Resource 3,11.47908545881267
C-Suite Recruitment,Resource 1,8.598124256927706
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 3,4.91052124697101
C-Suite Recruitment,Resource 3,6.256535622814334
Graduate Recruitment,Resource 1,5.593050829239928
Experienced Recruitment,Resource 4,14.974519863102058
C-Suite Recruitment,Resource 3,7.3193450823538
C-Suite Recruitment,Resource 2,7.43468332947945
C-Suite Recruitment,Resource 2,3.6973043862579984
Experienced Recruitment,Resource 3,6.6619040561218075
Graduate Recruitment,Resource 3,8.279150437251628
Graduate Recruitment,Resource 2,6.470367058716729
Experienced Recruitment,Resource 2,3.689694536155893
Graduate Recruitment,Resource 4,6.24862111227191
Experienced Recruitment,Resource 3,6.742205720789541
C-Suite Recruitment,Resource 1,6.451591004219027
Graduate Recruitment,Resource 4,7.917138076366833
Graduate Recruitment,Resource 2,8.44001161878652
Graduate Recruitment,Resource 1,5.879144334911016
Experienced Recruitment,Resource 3,4.2492263268854416
Graduate Recruitment,Resource 3,8.670674452587471
Graduate Recruitment,Resource 3,7.059586687943353
Experienced Recruitment,Resource 3,2.927086369952041
Graduate Recruitment,Resource 3,6.201839857029969
Graduate Recruitment,Resource 2,6.277230913952564
Experienced Recruitment,Resource 3,13.377941413096874
C-Suite Recruitment,Resource 3,4.207413569787876
C-Suite Recruitment,Resource 3,6.133270941706464
Graduate Recruitment,Resource 2,7.178833022967589
Graduate Recruitment,Resource 4,6.476813765304849
Graduate Recruitment,Resource 1,3.507230513126028
Graduate Recruitment,Resource 2,3.3947113556602053
C-Suite Recruitment,Resource 4,5.071321609115395
Experienced Recruitment,Resource 3,9.130290303867
Graduate Recruitment,Resource 2,4.7823517087677345
Experienced Recruitment,Resource 1,2.4728481679570233
C-Suite Recruitment,Resource 3,2.9830757285619236
Experienced Recruitment,Resource 4,6.276218003424586
Graduate Recruitment,Resource 3,5.929557070159938
C-Suite Recruitment,Resource 4,7.2363538567901085
Experienced Recruitment,Resource 1,8.035751211168614
Graduate Recruitment,Resource 2,4.362573801952802
C-Suite Recruitment,Resource 3,4.899903064691483
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,7.589367609916712
Experienced Recruitment,Resource 4,5.579583665444046
Experienced Recruitment,Resource 4,6.059300967149181
Experienced Recruitment,Resource 1,11.95683912087112
Graduate Recruitment,Resource 3,3.013990836101318
C-Suite Recruitment,Resource 4,2.563219979080311
Graduate Recruitment,Resource 1,5.600359419885555
C-Suite Recruitment,Resource 1,8.650853244306852
Graduate Recruitment,Resource 1,4.7820315094417065
Graduate Recruitment,Resource 2,9.241452184417003
Experienced Recruitment,Resource 1,3.029609048287467
Graduate Recruitment,Resource 3,8.769909558536472
Graduate Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 4,12.589391922244964
Graduate Recruitment,Resource 1,9.061071274376744
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 4,7.388474158642392
C-Suite Recruitment,Resource 1,4.863090867977591
C-Suite Recruitment,Resource 4,8.477847754415638
Graduate Recruitment,Resource 4,5.868339663386007
Experienced Recruitment,Resource 4,1.0208433793459069
Graduate Recruitment,Resource 4,5.616973570849791
C-Suite Recruitment,Resource 1,5.888816098749401
Experienced Recruitment,Resource 1,6.723974996348315
C-Suite Recruitment,Resource 4,1.9208661970080891
C-Suite Recruitment,Resource 4,2.8502374405929753
Experienced Recruitment,Resource 3,3.9255303961525647
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 2,7.276992008590253
C-Suite Recruitment,Resource 1,6.6023496023219845
C-Suite Recruitment,Resource 1,6.373990323922773
C-Suite Recruitment,Resource 1,4.48821242218606
Graduate Recruitment,Resource 3,8.529780891843709
Experienced Recruitment,Resource 4,5.2656862439571475
C-Suite Recruitment,Resource 3,8.886162173004072
Experienced Recruitment,Resource 4,9.84079395625313
Experienced Recruitment,Resource 3,3.740764163435803
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 1,7.3964604926851205
Graduate Recruitment,Resource 1,7.2318602050565
Experienced Recruitment,Resource 3,6.858566736144725
Graduate Recruitment,Resource 4,2.255990863256753
Graduate Recruitment,Resource 2,3.628410839942817
Graduate Recruitment,Resource 4,3.9690325474297334
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 1,6.538360934220463
Experienced Recruitment,Resource 2,3.342901858305342
Experienced Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,5.55791821402695
Experienced Recruitment,Resource 4,9.524161197479884
Graduate Recruitment,Resource 1,9.030080785455942
Experienced Recruitment,Resource 4,8.783357745939888
C-Suite Recruitment,Resource 4,7.680656421486344
Graduate Recruitment,Resource 1,4.18714082790345
Experienced Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 1,7.886878675555244
C-Suite Recruitment,Resource 1,5.450496773147144
Graduate Recruitment,Resource 4,5.527172301732945
Graduate Recruitment,Resource 4,7.373623085097726
Graduate Recruitment,Resource 4,6.345435198071941
C-Suite Recruitment,Resource 3,1.258923745215161
Graduate Recruitment,Resource 1,7.216090335776019
Graduate Recruitment,Resource 2,8.7790039462174
Experienced Recruitment,Resource 4,7.305218683042779
Experienced Recruitment,Resource 4,2.57092827037323
Experienced Recruitment,Resource 2,9.881956227050033
C-Suite Recruitment,Resource 1,6.220824336901299
C-Suite Recruitment,Resource 2,8.998387303814829
Experienced Recruitment,Resource 1,8.280254911007614
C-Suite Recruitment,Resource 3,5.886969095109517
C-Suite Recruitment,Resource 4,8.861782033383172
Graduate Recruitment,Resource 2,6.685932423345789
C-Suite Recruitment,Resource 3,7.369457832972446
Graduate Recruitment,Resource 1,2.0071334543868646
Experienced Recruitment,Resource 1,6.286055848759257
C-Suite Recruitment,Resource 4,6.185647591979823
C-Suite Recruitment,Resource 4,3.126370446650313
C-Suite Recruitment,Resource 1,1.5807678667063758
Experienced Recruitment,Resource 2,4.824736086953997
Graduate Recruitment,Resource 1,6.721923276686173
Graduate Recruitment,Resource 3,8.649883787588212
Graduate Recruitment,Resource 3,4.281472395722836
C-Suite Recruitment,Resource 3,6.611604114703469
Graduate Recruitment,Resource 1,5.945560237788019
C-Suite Recruitment,Resource 3,8.75999102467678
Experienced Recruitment,Resource 4,5.6491333896800695
Graduate Recruitment,Resource 2,4.365302885367655
Experienced Recruitment,Resource 2,10.74710813027487
Graduate Recruitment,Resource 4,5.670828577959004
Experienced Recruitment,Resource 2,8.21130834486415
Experienced Recruitment,Resource 1,6.588748991578779
C-Suite Recruitment,Resource 1,7.012643002341626
Graduate Recruitment,Resource 4,4.211014154771249
Graduate Recruitment,Resource 1,7.456809741686033
Graduate Recruitment,Resource 2,4.377736047476821
C-Suite Recruitment,Resource 2,5.918304488509221
Experienced Recruitment,Resource 3,4.311293445051057
C-Suite Recruitment,Resource 1,2.4736449142463335
C-Suite Recruitment,Resource 1,10.665945287911754
Graduate Recruitment,Resource 2,1.7859419448920146
Graduate Recruitment,Resource 2,5.366071974172488
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 1,3.3009978873973345
Experienced Recruitment,Resource 4,2.8200356781138374
C-Suite Recruitment,Resource 1,5.416229702425122
Experienced Recruitment,Resource 1,14.823529977485384
Experienced Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 4,4.369427023295257
Experienced Recruitment,Resource 1,12.571658783696751
C-Suite Recruitment,Resource 1,6.773675204773138
Experienced Recruitment,Resource 3,1.3453565952254642
Experienced Recruitment,Resource 3,11.139536296022385
Experienced Recruitment,Resource 2,10.86299198411185
C-Suite Recruitment,Resource 3,3.383052042605581
Graduate Recruitment,Resource 1,7.914603225326795
C-Suite Recruitment,Resource 1,9.52039103316601
Experienced Recruitment,Resource 4,2.5390035343955963
Graduate Recruitment,Resource 4,6.262329409550644
Experienced Recruitment,Resource 2,11.829597028778032
Graduate Recruitment,Resource 3,6.979342886112976
Graduate Recruitment,Resource 4,4.223878343515019
C-Suite Recruitment,Resource 2,4.508732485082962
Graduate Recruitment,Resource 2,6.14271266821566
Graduate Recruitment,Resource 3,7.691150258527882
Experienced Recruitment,Resource 2,4.066739142555011
Experienced Recruitment,Resource 4,6.94255014543134
Graduate Recruitment,Resource 2,5.809784154562538
C-Suite Recruitment,Resource 1,1.6684952128906487
Graduate Recruitment,Resource 3,4.366034239040584
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,11.156773358624953
Experienced Recruitment,Resource 4,11.823605649377953
C-Suite Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 3,3.4257811733657193
Graduate Recruitment,Resource 2,6.7782148647037275
Experienced Recruitment,Resource 1,9.621910156203755
C-Suite Recruitment,Resource 3,1.6056614883447624
Experienced Recruitment,Resource 2,4.3047018723920525
Graduate Recruitment,Resource 4,4.168424206808169
C-Suite Recruitment,Resource 2,5.206472748634906
